"https://www.youtube.com/watch?v=3V8u3w_xQAw", JMS435: How to Get Your First Freelance Client
"https://www.youtube.com/watch?v=uPDzueVRSbM", RANT: Developers Becoming YouTubers
"https://www.youtube.com/watch?v=iq9NWteWoXU", JMS434: Worth Learning PHP In 2021?
"https://www.youtube.com/watch?v=ncYRzwKHevo", JMS433: Friday Night Essence - The Only Way to Maximize Your Potential
"https://www.youtube.com/watch?v=8iymHOB-kKk", The strange Friday night activity shared by the world's most successful entrepreneurs
"https://www.youtube.com/watch?v=WUXCDFwh0xs", How to use "downstream focus" to maximize your freelance revenue
"https://www.youtube.com/watch?v=35TXKBN9tUg", The secret to nearly limitless productivity
"https://www.youtube.com/watch?v=jkggP99Kxvk", The Advantages of Cold Email For Getting Freelance Clients
"https://www.youtube.com/watch?v=8O4Z7Vx2qao", The Upwork Secret. Niches and Maximizing Your Hire Rate
"https://www.youtube.com/watch?v=FTPOL4x9qPY", The Big Red Button of Freelance Ascendancy
"https://www.youtube.com/watch?v=5XYsVOv8U2Q", I'm Baaaaaack
"https://www.youtube.com/watch?v=MXVLsODtZZ0", How Much You Should Charge As a Freelancer
"https://www.youtube.com/watch?v=jEK9igmfp1g", Save America. Vote Johnny!
"https://www.youtube.com/watch?v=ze78FB7-mnk", 6 Things to Check If You're Not Getting Enough Freelance Clients
"https://www.youtube.com/watch?v=Nk-AWH1w14E", Let's Get Ugly Boys And Girls
"https://www.youtube.com/watch?v=_-QKrjmKwSg", The Missing Piece If Clients Aren't Hiring You
"https://www.youtube.com/watch?v=QWWfSKFOFL4", The Ultimate Guide to Getting Freelance Clients
"https://www.youtube.com/watch?v=FHCxUvYaw_I", That Time I Told a Million-Dollar Client to Shove It
"https://www.youtube.com/watch?v=pe4pHPRuvcY", This Is What Hustle Really Looks Like
"https://www.youtube.com/watch?v=sgxfqcGEnno", Find the Big Money Clients Hiding In Your Niche
"https://www.youtube.com/watch?v=3fvQkcNuEKw", $10,000 Per Client Freelancing
"https://www.youtube.com/watch?v=awy9dfLPZeI", $12,000 Per Month Side Hustle With ZERO Experience
"https://www.youtube.com/watch?v=Iwh2pi_1VSI", 3 Often Overlooked Fundamentals to Make More Money Freelancing
"https://www.youtube.com/watch?v=ysRGzrilTMA", A Dead Simple Way to Beat Out More Experienced Freelancers For Clients
"https://www.youtube.com/watch?v=3wvrvmoJB34", The Future of This Channel
"https://www.youtube.com/watch?v=5xfYCRk-Vj8", Get a Free Copy of My New Upwork Book
"https://www.youtube.com/watch?v=Hw2KGsnDKuE", JMS422: The Nightmare-Inducing Freelancing Lesson From Coronavirus
"https://www.youtube.com/watch?v=g3mNVpuWsHY", JMS421: Surviving Coronavirus
"https://www.youtube.com/watch?v=m9UzIpFmKJY", The Den of Thieves Conspiring Against Your Freelance Success
"https://www.youtube.com/watch?v=xissaZGyJa4", How to Seduce Potential Clients Into Hiring You
"https://www.youtube.com/watch?v=K1jFuy8N4iU", The Next Time a Freelance Client Complains About Your Rate
"https://www.youtube.com/watch?v=LHwXoQFlzQ4", Freelancing Non-Secrets From Grumpy Ol' St. John
"https://www.youtube.com/watch?v=LOzl6lqRngQ", How to Quit Your Day Job and Become a Full Time Freelancer
"https://www.youtube.com/watch?v=7f5_hilgg74", The Three 10s. Why clients don't hire you
"https://www.youtube.com/watch?v=85wlVUO4ZEA", How to Craft a Winning Freelance Proposal
"https://www.youtube.com/watch?v=6F4LldcC-t4", The easiest way to get freelance clients to hire you
"https://www.youtube.com/watch?v=T1PwXT0QeDw", 3 Ways to Guarantee Your Freelance Niche Is Profitable
"https://www.youtube.com/watch?v=7CS8numZYEQ", 2 Big Tips to Get Repeat Clients
"https://www.youtube.com/watch?v=EXyIou7xFBs", Clients Treat Me Like S!@#
"https://www.youtube.com/watch?v=XxYOQ5MMq1c", 3 Types of Insurance Freelancers Need
"https://www.youtube.com/watch?v=vwdPyHI-7uU", The Secret to a Job-Getting Freelance Portfolio
"https://www.youtube.com/watch?v=fWh5A3v5seY", 6 Ways to Make Money as a Programmer In 2019
"https://www.youtube.com/watch?v=QOD-k0q53HQ", 4 Ways to Raise Your Freelance Rates ($100+ Per Hour)
"https://www.youtube.com/watch?v=T61HqDiDHLE", What Freelance Web Developers Make (Per Hour and Per Year)
"https://www.youtube.com/watch?v=OltS07ET214", The Secret to Get a Freelance Job With No Experience
"https://www.youtube.com/watch?v=41-QkSDgWfQ", 2 Best Programming Languages for Getting Freelance Jobs
"https://www.youtube.com/watch?v=qgTuh2Lfet8", The Keywords Freelancers Need to Rank For
"https://www.youtube.com/watch?v=FTboDVxz4gw", The Biggest Mistake Freelancers Make When Creating Content
"https://www.youtube.com/watch?v=1bSs4Gy5FAo", The Freelance Services Clients Actually Want
"https://www.youtube.com/watch?v=dlHmZTyrOe8", Start Freelancing: The Very First Thing You Should Do
"https://www.youtube.com/watch?v=d_hmmdj2KdY", Find the Most Popular Freelance Jobs on Freelance Sites
"https://www.youtube.com/watch?v=hsivyxZ0v5s", How Do I Get a Steady Flow of New Freelance Jobs
"https://www.youtube.com/watch?v=wdmnEEEWlxU", Where can I promote my Fiverr gigs so that I can get more projects?
"https://www.youtube.com/watch?v=VIoYCzntyFg", Get More Freelance Jobs With Story Selling
"https://www.youtube.com/watch?v=UBvHiPTy42w", CONTEST: 1-Year FREE Skillshare Membership Plus WHY Content Marketing
"https://www.youtube.com/watch?v=AFW5s9ZAye8", My new course is live! Turn Content Into Clients: Content Marketing For Freelancers
"https://www.youtube.com/watch?v=LIdZc-Y9ZO0", The Top 5 Mistakes All Freelancers Should Avoid
"https://www.youtube.com/watch?v=aLiaKb_-CCY", Use Fiverr to Create Your Freelance Service Offers
"https://www.youtube.com/watch?v=ygOb85fxxxM", Create Content to Get Freelance Jobs
"https://www.youtube.com/watch?v=BRCKcj8UtDQ", Finding the TIME to build your freelance business
"https://www.youtube.com/watch?v=A8hlHaU-BlA", Start a Blog to Get More Freelance Jobs
"https://www.youtube.com/watch?v=GxTgT7A-vz4", Should you bill clients for "admin" time?
"https://www.youtube.com/watch?v=kBvGRc-bH58", Ageism In Tech
"https://www.youtube.com/watch?v=-cZRXuIPNLg", 7 skills to go from good to great as a developer
"https://www.youtube.com/watch?v=GJAH7kMq4Z8", I can't get a developer job. What should I do?
"https://www.youtube.com/watch?v=d7VsUURzN9Q", Social Media For Freelancers
"https://www.youtube.com/watch?v=uS6Wn0zNX2A", What if I FAIL?
"https://www.youtube.com/watch?v=F7OBViQWcdY", Can't Get Your First Freelance Job? Watch This.
"https://www.youtube.com/watch?v=k2WNCmpzBa8", What to Do If You STOP Getting Freelance Jobs
"https://www.youtube.com/watch?v=0iQqZVStqKc", Establishing credibility and selling your freelance services
"https://www.youtube.com/watch?v=5O502OBppM0", How to THINK like a developer
"https://www.youtube.com/watch?v=RCigeWbedys", The Beginner's Guide to Freelance (Full Course)
"https://www.youtube.com/watch?v=VtI1eFcXDbQ", How to Build an Audience of Potential Freelance Clients
"https://www.youtube.com/watch?v=KuOdIbaO_Ec", Is Freelancing Right For You?
"https://www.youtube.com/watch?v=5pzL7oI46IU", Upwork, Freelancer, Fiverr or TopTal? How to Pick a Freelancing Platform
"https://www.youtube.com/watch?v=yiQjUiMKMHc", How to Pick a Freelance Niche
"https://www.youtube.com/watch?v=u6fHtqQIs0I", How to Get Freelance Jobs on Upwork
"https://www.youtube.com/watch?v=ydmG2TddzY8", Freelancing as a web developer
"https://www.youtube.com/watch?v=XbqkI0Co_J0", Freelance myths
"https://www.youtube.com/watch?v=8m75ZXfT6Fk", Family as Your First Freelance Job?
"https://www.youtube.com/watch?v=hTnPXUFKKXQ", 384: Big project management lessons from building a tiny house
"https://www.youtube.com/watch?v=W1XwZpvyw1o", 383: The hardest lesson I learned in 14 years as freelance developer
"https://www.youtube.com/watch?v=Hr4613KXGSo", 382: It's not Upwork, it's YOU
"https://www.youtube.com/watch?v=ACKLSNJD6s8", How to Get Paid More For Your Freelance Jobs
"https://www.youtube.com/watch?v=w3Zl2jDbiGg", Build a Reliable System to Get Freelance Jobs
"https://www.youtube.com/watch?v=a_hIXm80ZLw", 379: WordPress Gutenberg is AWFUL compared to the classic editor
"https://www.youtube.com/watch?v=dPTc5YsqESo", 378: Web development isn't that important
"https://www.youtube.com/watch?v=hqQFJ858s-0", Productivity leeches
"https://www.youtube.com/watch?v=knZ1TTZSYhU", Gutenberg. The death of WordPress
"https://www.youtube.com/watch?v=mTERACfNzoI", The best freelancing tutorial I've seen
"https://www.youtube.com/watch?v=92gPyjPGfYM", Blood-sucking freelancers
"https://www.youtube.com/watch?v=g_PKOcCWs1E", I'm an uneducated moron
"https://www.youtube.com/watch?v=N4G8FGoNFCU", How to ask for a raise as a developer
"https://www.youtube.com/watch?v=AkkAvmbc9pA", The freelance advice nobody wants to hear
"https://www.youtube.com/watch?v=-6rMyWHj67w", Do developers NEED a college degree?
"https://www.youtube.com/watch?v=6tc1W_nSH58", How to become a full stack web developer
"https://www.youtube.com/watch?v=ZEQZQgQRaqg", The best freelance websites for beginners
"https://www.youtube.com/watch?v=11CBV8J0-UM", How to become a web developer without a degree
"https://www.youtube.com/watch?v=D-g_XABflQ8", How to start a career in web development
"https://www.youtube.com/watch?v=4ZDmARr4iSk", How to get clients for web development (the 5 things you'll need)
"https://www.youtube.com/watch?v=y5jPKCYTiyQ", How to become a professional developer
"https://www.youtube.com/watch?v=bO7piKPSnT0", Object-Oriented Programming In PHP
"https://www.youtube.com/watch?v=toByJ_1j7ME", The biggest mistakes freelancers make
"https://www.youtube.com/watch?v=pnKtZZ5_bPo", How to learn to code fast
"https://www.youtube.com/watch?v=9e7e5Rn0iq4", How to make 100K as a developer
"https://www.youtube.com/watch?v=Lv6sLFaGh6Y", 4 ways to work from home as a developer
"https://www.youtube.com/watch?v=ua88bbcbm1g", How to start working as a freelancer
"https://www.youtube.com/watch?v=Z_NDEhxkhZo", What working with Inc. magazine taught me about freelancing
"https://www.youtube.com/watch?v=_DeTmjhphzc", My #1 tip for making money online
"https://www.youtube.com/watch?v=rKl281RKVNc", The best freelancing advice you'll hear
"https://www.youtube.com/watch?v=P4ng1Ch_BaU", Got a Few Freelance Jobs. Now I'm Stuck. What Do I Do?
"https://www.youtube.com/watch?v=7rmF_JQdang", How to get freelance clients when you’re new to freelancing
"https://www.youtube.com/watch?v=LxBiUw09Mqk", Is freelance income feast or famine?
"https://www.youtube.com/watch?v=wvREM054ChI", Is this the turning point in your freelance career?
"https://www.youtube.com/watch?v=ChmW6dI3sYQ", When a freelance client questions what you charge
"https://www.youtube.com/watch?v=VsN99puIAV4", Most freelancers REFUSE to learn this
"https://www.youtube.com/watch?v=6eImYBVyHA4", How to find the GOOD jobs on Upwork
"https://www.youtube.com/watch?v=FYjF1tkPQZ0", The one thing your Upwork profile overview MUST have
"https://www.youtube.com/watch?v=RPOTM9431SU", How to Send Email In PHP
"https://www.youtube.com/watch?v=sDwcaWNf0bk", PHP GET
"https://www.youtube.com/watch?v=gEJEh8gP0tA", PHP For and Foreach Loops
"https://www.youtube.com/watch?v=OOAQ986HmzA", How to Create a Contact Form In PHP
"https://www.youtube.com/watch?v=WznZmThjvXE", PHP POST
"https://www.youtube.com/watch?v=mOv_OUIy-7c", PHP While Loop
"https://www.youtube.com/watch?v=X4ybfZOqVpI", Upwork jobs don't pay jack! 😡
"https://www.youtube.com/watch?v=VFnj4aonGWo", I was 8 ft from death
"https://www.youtube.com/watch?v=fnyCEktRxPI", 9/11: The day my life changed forever
"https://www.youtube.com/watch?v=XxQHMPJiZUk", I think I'm gonna give up on Upwork
"https://www.youtube.com/watch?v=Uz5P2qowPrc", My tech job is killing me
"https://www.youtube.com/watch?v=tL5OReLMlvw", How to Write a Freelance Developer Contract
"https://www.youtube.com/watch?v=kbMZJ3lPJlo", Here's what's new in PHP 7.3
"https://www.youtube.com/watch?v=V9VQXid_qMQ", Ruby is taking over PHP
"https://www.youtube.com/watch?v=6uUegliBJQI", Udemy's blatant discounting
